outer_fold,selected_hp,selected_hp_tag,mu_best,sd_best,n_inner,interval_a,interval_b,interval_start_cm-1,interval_end_cm-1
1,"{""hidden_layer_sizes"": [256, 256, 128], ""activation"": ""relu"", ""alpha"": 1e-05, ""learning_rate_init"": 0.001, ""batch_size"": 512, ""max_iter"": 300}",hls256-256-128_actrelu_bs512_lr0.001_wd1e-05_mi300,706.9069752673477,266.6270999671169,5,,,,
2,"{""hidden_layer_sizes"": [256, 128], ""activation"": ""relu"", ""alpha"": 0.0001, ""learning_rate_init"": 0.001, ""batch_size"": 256, ""max_iter"": 200}",hls256-128_actrelu_bs256_lr0.001_wd0.0001_mi200,800.939234273594,250.54121823115574,5,,,,
3,"{""hidden_layer_sizes"": [256, 128], ""activation"": ""relu"", ""alpha"": 0.0001, ""learning_rate_init"": 0.001, ""batch_size"": 256, ""max_iter"": 200}",hls256-128_actrelu_bs256_lr0.001_wd0.0001_mi200,664.2258939419778,329.4415461905399,5,,,,
4,"{""hidden_layer_sizes"": [256, 256, 128], ""activation"": ""relu"", ""alpha"": 1e-05, ""learning_rate_init"": 0.001, ""batch_size"": 512, ""max_iter"": 300}",hls256-256-128_actrelu_bs512_lr0.001_wd1e-05_mi300,556.4254298436423,101.3308551269494,5,,,,
5,"{""hidden_layer_sizes"": [256, 256, 128], ""activation"": ""relu"", ""alpha"": 1e-05, ""learning_rate_init"": 0.001, ""batch_size"": 512, ""max_iter"": 300}",hls256-256-128_actrelu_bs512_lr0.001_wd1e-05_mi300,730.5992418601111,134.09993265354376,5,,,,
6,"{""hidden_layer_sizes"": [256, 256, 128], ""activation"": ""relu"", ""alpha"": 1e-05, ""learning_rate_init"": 0.001, ""batch_size"": 512, ""max_iter"": 300}",hls256-256-128_actrelu_bs512_lr0.001_wd1e-05_mi300,473.5548785914078,185.83877284935332,5,,,,
7,"{""hidden_layer_sizes"": [256, 128], ""activation"": ""relu"", ""alpha"": 0.0001, ""learning_rate_init"": 0.001, ""batch_size"": 256, ""max_iter"": 200}",hls256-128_actrelu_bs256_lr0.001_wd0.0001_mi200,841.7926837042978,518.7110087630233,5,,,,
8,"{""hidden_layer_sizes"": [256, 128], ""activation"": ""relu"", ""alpha"": 0.0001, ""learning_rate_init"": 0.001, ""batch_size"": 256, ""max_iter"": 200}",hls256-128_actrelu_bs256_lr0.001_wd0.0001_mi200,831.264457621246,340.43239534639554,5,,,,
9,"{""hidden_layer_sizes"": [256, 128], ""activation"": ""relu"", ""alpha"": 0.0001, ""learning_rate_init"": 0.001, ""batch_size"": 256, ""max_iter"": 200}",hls256-128_actrelu_bs256_lr0.001_wd0.0001_mi200,692.9799248880305,140.12944761795413,5,,,,
10,"{""hidden_layer_sizes"": [256, 256, 128], ""activation"": ""relu"", ""alpha"": 1e-05, ""learning_rate_init"": 0.001, ""batch_size"": 512, ""max_iter"": 300}",hls256-256-128_actrelu_bs512_lr0.001_wd1e-05_mi300,620.7508604887452,188.33119409516814,5,,,,
