target,repeat,rmse,r2,mae,medae,evs
target_SI,1,0.1984448301402532,0.6198547310256595,0.16758312381023582,0.13162962264237998,0.7107338503785285
target_SI,2,0.21220453397718253,0.4554886767046856,0.19501442684945286,0.22268222237618496,0.4760058237365483
target_SI,3,0.1548618133300667,0.6135152165092197,0.11002811308680695,0.05580181019917063,0.6218531361832316
target_SI,4,0.20258518879470672,0.10536990203425922,0.1511992342599182,0.12890920040791065,0.23683478605651176
target_SI,5,0.15455283711887238,0.5060045609299952,0.1283591386209882,0.10640474717383597,0.5237612102923712
target_SI,6,0.23181617140327218,0.5198905378581299,0.20348011598759852,0.20156866153913278,0.6741874872615412
target_SI,7,0.1597907971334982,0.6777038894726535,0.1252620098473716,0.09950284529910447,0.6840494886094945
target_SI,8,0.21588436090583685,-0.1985184699700162,0.16843491459214158,0.11394719157617306,-0.062213468649680914
target_SI,9,0.20203541334363564,0.362343634486902,0.17578076428861317,0.15417106213343035,0.3629160356916734
target_SI,10,0.16073122533328754,0.6429302199390984,0.13746513541141606,0.12367687664146387,0.747706994096323
target_SI,11,0.16494356762098833,0.6009340452348473,0.11981363454291084,0.08099830247497702,0.6039584186843043
target_SI,12,0.1488041414263954,0.6797014813189632,0.12599898521502093,0.125578620003726,0.7177038902825064
target_SI,13,0.263007523332225,0.504466504939965,0.22384748129580118,0.21353243010976486,0.5656541021171579
target_SI,14,0.17447130355888016,0.6987879943570818,0.15715001069802154,0.14842804347885283,0.7029923831294819
target_SI,15,0.22923013154369942,0.39392373895561394,0.19853975413913544,0.22699295317165824,0.40043694632070226
target_SI,16,0.17067830630639683,0.5412042907971766,0.1422715786476691,0.12160509489573298,0.7782826425839156
target_SI,17,0.16645879600043523,0.5806249597492787,0.13325238345716844,0.12116949355408957,0.6115062197953122
target_SI,18,0.15850872679525566,0.6552404326437735,0.13274338265357893,0.12419228247984543,0.6825458283600359
target_SI,19,0.16065613737515505,0.7250405530449135,0.12997270680973896,0.14089810972242967,0.7369724776670927
target_SI,20,0.18046879070463637,0.6171552920144285,0.14031316256954546,0.11580075165289105,0.6181473316375482
target_SI,21,0.22221616021584256,0.4892388856879736,0.18159704939263,0.164470131103362,0.5439363243323162
target_SI,22,0.24253652418823948,0.28636290554917243,0.22199028387682598,0.16352094363136005,0.37270513542089934
target_SI,23,0.3056463466806648,-0.21300035967846886,0.25163571450217004,0.20205290312625757,0.2719027355190359
target_SI,24,0.24617018056660767,0.43253623372453054,0.20162646170303658,0.22341499325498337,0.4408075290024913
target_SI,25,0.22442981487190208,0.30097415172526776,0.190048932578813,0.164399550689866,0.4096909934281501
target_SI,26,0.16141651536206203,0.5128289500646555,0.1370433049966625,0.12651993859025967,0.5271810542713711
target_SI,27,0.19160699833048853,0.6450168284420685,0.16530767936021504,0.16135249250837425,0.7113159439725366
target_SI,28,0.19905622209810167,0.591860111845022,0.16655055349871634,0.18600458817180066,0.6390726006222055
target_SI,29,0.24392279240361323,0.35109208146041604,0.20992879624971209,0.19188782250142483,0.37850495964378095
target_SI,30,0.1945100084744929,0.6045928886961341,0.17538402568278527,0.1591485447814417,0.6275100106721112
target_SI,31,0.24952137407010364,0.4163600306231441,0.20311632335958538,0.17234361802632292,0.4392692163531535
target_SI,32,0.270922855426237,-0.14616300307686392,0.23302593457687162,0.25364567164463137,0.5542617308318643
target_SI,33,0.14952192598744654,0.7437571872961527,0.12766810288041855,0.10889549230736001,0.7635872370088698
target_SI,34,0.20737743395410815,0.5544274176856069,0.1718801642255428,0.1267314378049842,0.5646968839800479
target_SI,35,0.1910922994273041,0.08272405449477671,0.16787364118257728,0.17565256824938558,0.41245418464467376
target_SI,36,0.19299222601929325,0.5961392350599222,0.1634827908466889,0.12745652035892457,0.6620847913875377
target_SI,37,0.1210551434326433,0.8353684874226803,0.09969653617530702,0.08220417683119996,0.8626674504726334
target_SI,38,0.11616023920833397,0.7991234145325568,0.09606665849898902,0.07542207729694661,0.8075758859265249
target_SI,39,0.21118151626222145,0.22356601851954805,0.18418096240362788,0.1553200665754536,0.3784943626482997
target_SI,40,0.17231062802076574,0.6635800406708654,0.14859301295847963,0.16217335114111908,0.6651960687716041
target_SI,41,0.13288867880680097,0.750494192870576,0.10530236720493111,0.08174992700670569,0.7788730135547722
target_SI,42,0.2121453166079271,0.6268372529429058,0.17333563343291478,0.14923801673004888,0.6277791621534954
target_SI,43,0.16983767712984776,0.6262132421778195,0.14636590117463116,0.1392169197962514,0.6551247651714476
target_SI,44,0.2419979319860621,0.016031690382695696,0.22628993190985086,0.23112818093457016,0.15774155607533924
target_SI,45,0.26025808096393105,-0.6013501498919682,0.22830896635826586,0.19567730432949926,-0.5191983178413171
target_SI,46,0.25280007903752455,0.39424150213841047,0.2244241529350225,0.20927823745180707,0.39521089564142675
target_SI,47,0.15500361614437988,0.6716044084618752,0.13578902875927973,0.11843799043233592,0.7250957137574222
target_SI,48,0.19254810159247665,0.43364038948382233,0.1630593637066788,0.1467932617821518,0.43775439746875733
target_SI,49,0.20197874447733802,0.2788409411635253,0.15288223571093085,0.11278141548132697,0.4205643941378092
target_SI,50,0.1848668486185828,0.43948079032141707,0.1502215686738261,0.12364368119237135,0.629906599812264
target_SI,51,0.17321455227181812,0.6910986116757583,0.15637107719408247,0.1533834619737643,0.7048450286450053
target_SI,52,0.22807651505802415,0.4900877263058584,0.18940453554428213,0.18395157089598352,0.5012391595267836
target_SI,53,0.2528920291484988,-0.45679991788290253,0.21274949523932965,0.18129790054270745,0.18965538877073584
target_SI,54,0.20849535403263061,0.5397747990083541,0.18084875090268146,0.19332730622464783,0.5494863096903546
target_SI,55,0.24504082638440564,0.5468362100951754,0.21093601931404263,0.1908929340511032,0.5606916507141455
target_SI,56,0.1435012014829098,0.665441106134324,0.10788627443750648,0.06271025999090551,0.6658373290917081
target_SI,57,0.21288333356653485,0.53697651820559,0.18509161058820303,0.16373752302268668,0.5591113291895501
target_SI,58,0.2131765474847587,0.42765440305388436,0.19378493491265875,0.19318356960432248,0.47362453807115124
target_SI,59,0.1847175685239256,0.5529870199138667,0.16500880904398987,0.14718953746092894,0.633214353454095
target_SI,60,0.24585968475449327,0.10308172409032634,0.22038252292885638,0.20924854620662114,0.7449153034966218
target_SI,61,0.16239270962800947,0.3128638187303018,0.1408014789225294,0.11891735616734711,0.3192325086784614
target_SI,62,0.18424580905495078,0.6274990540945535,0.15100602401373883,0.12019100586871045,0.6823740690905519
target_SI,63,0.2432878312869379,0.2339845818753472,0.18160542840533103,0.14082764362572509,0.24934269095238526
target_SI,64,0.2190517507286641,0.4493025557850734,0.17496773923444284,0.17643764534234008,0.4503971714523606
target_SI,65,0.19185076814618882,0.36985014858682064,0.16004050556748384,0.10490802873146665,0.370150377822686
target_SI,66,0.27163795804769386,0.31972977673655567,0.23810739104695716,0.22486005807931653,0.3197363145950366
target_SI,67,0.16708682822501617,0.4953641460485976,0.13550181859974392,0.10514497500611188,0.6321012161259945
target_SI,68,0.16707407785109762,0.7531488966334932,0.12684124286693388,0.09009097090777918,0.7673864677387153
target_SI,69,0.20370324610679139,0.07013669404621858,0.17711939730410917,0.15468702535473922,0.07056665937826778
target_SI,70,0.2516950470241372,0.2232866336545588,0.20374440475924127,0.22252732907221637,0.2819914783119881
target_SI,71,0.21740018103680941,0.6180424572343108,0.19071001711810537,0.17713642682464853,0.6227857911410162
target_SI,72,0.21668643572688462,0.3635864319932308,0.17278359781369684,0.15437853717676497,0.36367258223530574
target_SI,73,0.26065723517550166,0.08758217887718789,0.20906187319394504,0.17122970872819593,0.26882889733007254
target_SI,74,0.2446299991272431,0.36974297904029785,0.20124090478967493,0.2284866699056575,0.3859307597624315
target_SI,75,0.19106984865776497,0.670074804328679,0.16536299456042083,0.17617039863808542,0.6767333765983707
target_SI,76,0.1493735693090244,0.6537495149698884,0.11831322644212933,0.09152555015646868,0.7307091408519275
target_SI,77,0.17296361297288804,0.6993343366436335,0.1542896866106682,0.15870545284014392,0.6994627886201212
target_SI,78,0.21830975842202294,0.42378047967050647,0.17504340852334718,0.14848696575008435,0.4303993515744493
target_SI,79,0.21829324642718584,0.3405844699214996,0.17987167789384187,0.16497584920498176,0.34103957017635045
target_SI,80,0.23624994319350737,0.35046329525133646,0.1966638275948931,0.18590144011893248,0.5657214995026493
target_SI,81,0.27231206730445057,-0.1563021478073805,0.22829770496008528,0.1839558056705909,-0.09912793508013285
target_SI,82,0.1927173989428019,0.5096819595395617,0.14687879076808083,0.13510135515514166,0.6335504869091777
target_SI,83,0.21555320572241202,-0.5685106827590252,0.18035302127475156,0.15869535860350814,-0.5634843304792148
target_SI,84,0.2097823040656767,0.411593674703435,0.1879374252956973,0.1741429989566676,0.5564013559891412
target_SI,85,0.20525267526749913,0.4536889859845722,0.16672000241338653,0.1371810358961158,0.453935797679726
