Type,Treated,Treated,Treated,Treated,Treated,Treated,Treated,Treated,Treated,Untreated,Untreated,Untreated,Untreated,Untreated,Untreated,Untreated,Untreated,Untreated,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,,
2414.51,1839.86,1876.71,1864,1888.57,1925.07,1491.07,1795.71,1715.79,1786.14,1126.64,1086.29,1834.79,892.714,839.357,861.286,1245.57,1286.43,1313.64,208.857,198.857,204.5,290.714,281.357,270.571,194.5,204.929,218.286,,
2415.91,1855.86,1879.71,1878.5,1888.86,1926.36,1483.43,1790.64,1724.71,1792.36,1139.79,1092,1839.5,896.929,841.929,850.286,1251,1298.14,1316.07,208.071,205.5,202.429,286.071,277.286,275.929,198,209.5,213.143,,
2417.31,1851.29,1879.21,1877.36,1885.93,1913.71,1499.5,1782.64,1712.86,1790.57,1128.5,1099.29,1850.57,895.214,848.286,845.071,1243.36,1289.07,1314.79,204.571,206.714,206.643,290.357,283.929,279.929,199.786,203.429,213.643,,
2418.71,1861.29,1883.79,1872.57,1879.71,1917.14,1493.29,1793.29,1718,1776.29,1143.21,1073.29,1843.79,893.071,853.571,840.214,1241.36,1304.36,1312.71,207.643,204.429,201.786,292.071,282.214,276.143,193.429,207.286,215,,
2420.11,1846.43,1877.79,1868.5,1892.07,1908.14,1472.21,1795,1706.93,1776.21,1139.43,1100.29,1840.14,908.929,845.071,844.786,1249.5,1290.14,1311.93,212.5,201.929,204.357,285.929,277.786,275.786,194.429,208.214,213.143,,
2421.51,1847.64,1881.43,1866.57,1875.21,1916.29,1495.71,1790.57,1708.43,1789.93,1138.36,1090.36,1852.93,904.929,846,849.929,1247.21,1295.5,1323,206.286,204.643,205.571,294.143,269.071,280.143,193.071,206.786,214.571,,
2422.91,1851.21,1884.57,1863.86,1877.43,1910.36,1488.29,1782.86,1709.14,1779.21,1137.07,1084,1845.86,900.5,849.786,851.929,1243.57,1303.57,1324.71,206.143,207.643,205.071,295.071,277.214,279.286,198.5,205.214,214.857,,
2424.3,1840.36,1867,1864.64,1881.43,1915.5,1491.07,1796.43,1712.21,1785.71,1136.57,1085,1838.5,899.714,837.714,854.071,1259.79,1302.36,1321.64,204.5,201.357,203.857,293.571,280.571,278.143,197.714,208.143,217.5,,
2425.7,1849.43,1863.57,1869.79,1883.86,1912,1494,1784.86,1699.86,1778.57,1119.93,1088.93,1828,902.643,847.714,841.357,1258.07,1289.71,1314.29,208.357,204.286,201.643,292,272.571,275.357,195,206.857,211.571,,
2427.1,1858.86,1856.29,1873.79,1891.14,1910,1497.71,1799.07,1713.07,1783.36,1130.93,1098.21,1838.93,901.357,847.5,853,1246.71,1300,1314.57,209.5,202.143,209.643,288.357,274.643,277.929,200,205.571,217.5,,
2428.49,1839.5,1890.43,1871.64,1883.71,1925.29,1490.36,1787.64,1725.5,1786.86,1137.21,1083.64,1837.07,911.357,847.429,851.357,1248.93,1294.86,1312.07,209,204.357,204.929,288.429,280.857,275.071,196.429,203.857,221.286,,
2429.89,1859.64,1892.29,1876.21,1872.71,1910.21,1504.29,1793.57,1715.93,1790.5,1139.93,1083.14,1850.93,894.214,845.714,840.857,1248.36,1296.57,1310.79,205.786,203.714,205.714,287.357,281.286,278.357,199.929,203.214,217.429,,
2431.29,1858.43,1879.07,1870.93,1897.29,1926.21,1493.29,1789.14,1718.64,1784.71,1130.71,1089.43,1851.21,896.571,848,844.571,1254.86,1307.36,1327.79,204.857,206.214,207.429,285.357,277.929,277.857,197.143,204.857,217.214,,
2432.68,1848.71,1888.86,1875.43,1885.43,1910.64,1494.57,1788.71,1722.93,1784.07,1141.36,1091.07,1840.5,900.357,844.928,855.5,1265.14,1292.14,1325.14,205.5,204.071,203.429,292.643,277.571,276.143,200.214,201.143,220.786,,
2434.08,1873.14,1881.93,1865.43,1892.71,1919.79,1487.21,1809.86,1724,1794.64,1142.29,1083.5,1843.36,910.571,855.214,858.571,1247.36,1306.57,1323,210.714,199.929,205.857,291.786,279.143,279.571,200.214,210.714,217.143,,
2435.48,1858.71,1887.14,1870.86,1880.5,1904.79,1500.21,1808.93,1714.14,1788.14,1135.64,1096.57,1849.93,904.786,844.643,855.143,1260.21,1289.43,1331.29,209.143,203.643,205.5,292.071,274.143,270.214,196.857,207.071,215.571,,
2436.87,1853.57,1878.57,1857.21,1886.14,1906.86,1493.79,1799.57,1728.86,1794.14,1135.36,1090.79,1855.07,914.357,851.5,857.571,1252.57,1303.07,1319.36,209.286,201,205.929,287.429,279,276.857,194.857,209.714,220.071,,
2438.27,1868.79,1877.64,1883.36,1889.43,1910.57,1492.21,1784,1726.79,1792.43,1137,1093.86,1859.07,908.857,861.214,853.357,1252.57,1295.36,1319.57,214.357,205.643,204.5,293.214,278.929,274.357,197.214,209.429,217.643,,
2439.66,1854.57,1887.36,1874.57,1885.5,1918.43,1494.5,1784.14,1726.5,1785.64,1146.64,1097.93,1844.79,908.571,853.429,851.786,1259.71,1313.71,1312.93,207.429,204.286,199.929,291.714,283.643,280.286,195.929,206.929,220.214,,
2441.06,1841.43,1876.29,1866.14,1892.36,1923.71,1493.71,1786.21,1710.79,1798.14,1140.21,1105.07,1852,916.929,857.071,857.643,1253.21,1301.29,1335.57,208.786,203.429,206.5,297.714,279.429,275.786,198,210.071,220.143,,
2442.45,1863.07,1871.14,1872.86,1886.21,1917.43,1497.93,1809.86,1722.07,1792.93,1147.36,1095.79,1844.86,907.571,855.714,856.357,1262.29,1299.86,1335.57,213.786,204.429,205.929,293.071,281.286,273.714,196.357,208,222.143,,
2443.85,1845.79,1870.14,1866.07,1893,1909.64,1500.29,1790,1723.43,1793.93,1150.71,1097.07,1846.43,911.357,853.143,860.571,1264.36,1314,1333.36,214.071,203.857,204.214,296.5,280.5,277.571,200.571,205.071,224.357,,
2445.24,1842.07,1869.21,1875.5,1895.14,1932.79,1486.29,1798,1703.5,1797,1136.86,1092.07,1848.07,898.786,859.429,857.286,1259.64,1320.36,1328.86,209.571,202.929,204,287.643,286.214,274.286,201.929,206.071,217.071,,
2446.63,1871.64,1890.86,1862.57,1892.07,1926.79,1508.79,1788.07,1722.71,1791.14,1155.43,1098.21,1853.14,918,851.857,856.571,1262.29,1312.21,1336.14,207.143,203.714,207.786,295,282.286,283.929,200,208.643,222.643,,
2448.03,1855.21,1895.93,1871.21,1889.79,1938.71,1507.36,1798.43,1724.57,1788.64,1135.79,1098.36,1840.21,910.786,858.857,865.429,1264.29,1310.36,1330.64,210.571,205.429,209.143,294.071,284.857,273.786,196.429,210.357,220.214,,
2449.42,1852.14,1880.43,1881.71,1881.5,1937.29,1504.93,1802.07,1728.57,1801.29,1147.79,1110.5,1837.43,919.786,856.143,860.5,1264.5,1307,1331.86,217.857,205.857,207.5,293.5,282.786,279.714,197.5,209.429,220.714,,
2450.81,1858.79,1870.14,1885.07,1896.36,1922.64,1513.93,1794.29,1714.79,1795.21,1142.43,1103.36,1859.07,909.286,861.714,861.786,1250.5,1317.43,1321.29,212.643,202.571,205.643,289.857,278.929,277.786,198.214,210.643,218.429,,
2452.21,1876.21,1891.43,1878.71,1911.57,1924.29,1512.07,1796.5,1734,1800.71,1135.07,1105.57,1846.93,910.214,848.214,863.286,1261.14,1317.21,1332.86,214,202.5,206.571,295.071,278.571,278.286,201.286,206.643,217.5,,
2453.6,1852.79,1897,1881,1908.79,1916.93,1513.29,1798.93,1722.36,1795.93,1143.93,1102.14,1849.07,915.214,845.214,857,1264.43,1314.71,1337.43,212.643,205.357,207.286,292.286,276.643,278.643,200.929,210.357,220.214,,
2454.99,1864.29,1887.93,1874,1903,1929.64,1498.71,1813.29,1725.93,1779.93,1137.29,1105.79,1854.93,915.714,853.5,864.357,1254.5,1307.21,1330.07,207.143,204.143,206.214,293.786,277.143,280.571,197.857,208.571,221.214,,
2456.38,1855.14,1888.79,1870.29,1895.43,1918.93,1506.57,1795.21,1727.64,1790.86,1156.5,1106.21,1858.21,910.857,845.714,867.5,1262.07,1308.93,1321.64,216.5,207.357,208.929,299.071,282.071,284.857,197.857,207.5,221,,
2457.77,1868.64,1879.71,1884.07,1894.71,1915.79,1495.36,1794.5,1732.29,1777.5,1152.14,1092.21,1862.79,919.143,864.429,862.714,1249.43,1299.79,1323.86,211.786,202,207.571,286.5,276.286,281.357,204.071,208.286,213.714,,
2459.17,1849.93,1875.14,1888.57,1904.64,1931,1513.21,1792.43,1713.71,1795.43,1147.36,1100.14,1864.5,906.786,858.071,861.286,1259.29,1296.64,1329.79,214,208.857,207.071,292.643,279.5,277.786,201.857,204.643,216.714,,
2460.56,1855,1886.86,1877,1895.57,1916.14,1497.21,1793.21,1711.93,1794.21,1140.29,1085.5,1850.07,901.571,853.786,854.143,1266.43,1302.71,1333,207.286,202.357,204.357,292.214,280.786,279.5,198.429,205.786,221.286,,
2461.95,1861.29,1881.93,1855.71,1905,1925.29,1491.79,1793.29,1719,1790.93,1137.86,1095.5,1854.14,914.571,851.857,866.714,1255.07,1311,1331.07,209.643,203.643,208.571,294,278.357,273.786,198.071,208,215.429,,
2463.34,1862.93,1890.93,1877.07,1905.43,1922.07,1506.57,1800.71,1732.86,1787.07,1129.79,1101.21,1851.14,908.5,846.143,863.429,1258.07,1294.57,1327.79,209.714,207.5,204.786,297.786,282.929,277.429,199.571,205,222.786,,
2464.73,1854.5,1896.57,1878.43,1891.21,1914.93,1505.79,1812.57,1727.71,1806.57,1149.57,1093.93,1865.86,907.071,861.929,857.643,1258,1303,1322.5,210.714,207.429,212,295.357,282.571,280.714,202.214,208.929,225.071,,
2466.12,1867.86,1892.14,1868.86,1896.29,1925.36,1505.5,1800.57,1726.29,1801.43,1138.36,1093.21,1853.93,919.929,862.857,860,1258.79,1306.21,1332,212.571,202.571,208,298.5,280,279.571,201.143,206.714,219.286,,
2467.51,1876.64,1892.93,1882.64,1902.21,1927.14,1500.21,1806.43,1730.86,1806.79,1135.36,1089.5,1865.71,908.071,848.786,860.929,1262.29,1298.36,1315.79,213.643,206.786,206.571,289.929,287,277.857,199.929,211.857,221.214,,
2468.9,1858.36,1882.79,1874.21,1891.79,1932.5,1509.21,1807.93,1732.07,1810,1139.21,1092.71,1856.14,906.857,857.857,853.5,1255.93,1310.5,1339.43,213.714,201.857,203.643,293.714,282.786,283.214,192.929,210.357,219.857,,
2470.29,1871.93,1885.21,1866,1909,1919.14,1500.5,1799.93,1734.07,1797.71,1127.5,1093.64,1861,911.714,862.714,853.571,1261.36,1300.21,1325.71,212.643,204.714,207.357,294,283.786,279.357,199.071,208.786,223.786,,
2471.68,1862,1881.64,1880,1901.93,1929.71,1519.36,1811.43,1716.71,1790.93,1148.86,1087.93,1862.71,914.714,857.643,869.286,1263.86,1308.29,1339.79,214.071,200.643,209.286,291.357,277.5,281,203,204,221.5,,
2473.07,1859.14,1878.43,1874.64,1900.21,1916.43,1509.5,1790.07,1718.57,1784.57,1135.93,1095.93,1857.29,913.857,852.643,861.786,1257.86,1304.93,1317.71,209.929,206.286,204.786,294.429,275.5,276.429,200.857,206.714,218.929,,
2474.46,1885.93,1900.36,1885.57,1890.57,1930.14,1511.93,1805.21,1735.5,1801.29,1141.21,1092.57,1852,908.714,867.429,862.714,1253.64,1310.79,1329.57,207.929,204.929,205.5,293.071,274,282.929,204.929,210.571,221.071,,
2475.84,1868.5,1883.07,1874.93,1899.79,1938.64,1505,1808.86,1731.5,1809.43,1143.93,1104.86,1860.43,919.714,873.143,861.357,1265.43,1314.79,1335.14,208.429,207,205.071,296.071,283.714,279.143,199.786,207.929,217.643,,
2477.23,1876.5,1890.57,1880.29,1888.36,1938,1511.21,1811.43,1721.07,1795.5,1142.79,1101.29,1864.57,911.643,857,863.286,1249,1307.29,1328.64,211.786,208.929,206.143,294.071,280.429,277.286,202.357,207.5,218.643,,
2478.62,1870.21,1884.86,1887.07,1896.5,1926.36,1502.14,1802.71,1724.29,1796.07,1137.5,1094.43,1854.43,909.857,853.071,866.286,1266.14,1317.5,1333.29,214.714,207.643,203.357,294.786,280.5,278.357,198.143,210.071,218.143,,
2480.01,1867,1890.14,1889.43,1908.79,1930.43,1506,1791.86,1731.07,1803.93,1139.71,1094.71,1858.07,911.214,855.571,862.929,1259.5,1310.71,1343.93,207.929,204.786,204.714,292.143,287.786,282.071,199.143,209.857,218.143,,
2481.4,1855.07,1887.5,1859.71,1912.29,1934.57,1498.29,1806.14,1723.86,1801.43,1129.43,1105,1862.79,912.929,865.786,870.143,1264.36,1308.21,1331.71,209.286,214.429,209.571,293.286,279.786,280.071,199.643,210.857,219.714,,
2482.78,1876,1893.64,1885.93,1902.21,1949.86,1507.5,1798.29,1729.43,1790.36,1144.86,1107,1877.36,912.571,850.071,855.857,1270.07,1317.64,1333.57,211.5,203.357,205.143,294.857,286.643,282,193.429,206.929,217,,
2484.17,1881.36,1896.14,1879.36,1909.5,1935.07,1516.43,1819.64,1723.21,1797.07,1141.29,1091.71,1855.36,922.214,853,845.071,1254.86,1315.93,1329.86,207.714,205.571,204.857,292.5,287.714,278.357,200.714,210.929,226.571,,
2485.56,1866.93,1892.86,1890.79,1895.86,1930.93,1510.57,1825,1740.71,1798.29,1146,1097.79,1853.93,915.357,855.5,866.429,1256.93,1299.5,1333.29,211.357,204.5,211.214,288.929,284.5,277,202.357,207.571,220.571,,
2486.94,1874,1886.07,1887.36,1907,1935,1513.21,1791.57,1725.5,1785.57,1144.14,1096.71,1865.14,915,850.714,852.357,1259.93,1324.43,1331.57,214.143,207.571,207,291.571,276.071,274.714,199.357,205.429,218.286,,
2488.33,1865.71,1902.57,1874.14,1902.36,1923.14,1496.14,1807.07,1724,1801.79,1130.71,1087.5,1865.71,912.786,844.286,854,1261.86,1309.86,1323.5,211.714,204.5,208.071,297.286,285.143,281.786,200.5,210.714,221,,
2489.71,1861.57,1897.71,1879.21,1912.07,1934.86,1515.43,1827.07,1732.93,1806.36,1139.43,1114.43,1853.86,919.5,856.286,855.643,1273.79,1303.71,1319.79,211.714,207.143,206.429,291.714,283.857,278.5,198.643,215,218.429,,
2491.1,1873.57,1898.57,1881.36,1894.79,1926.71,1519.07,1809.71,1731.71,1805,1140.79,1103.57,1874.79,914.714,864.143,863.143,1262.64,1305.86,1321.93,212.5,205.643,209.286,296.5,288.786,280.5,202.357,213.071,219.5,,
2492.49,1869.86,1894.79,1889.5,1898.21,1953.36,1499.21,1818.43,1727.5,1797.29,1149.93,1092.64,1865.14,913.857,865.857,864.214,1262.5,1310.43,1328.71,210.786,206.286,211.5,291.357,284.643,282.857,200.786,206.286,221.857,,
2493.87,1875,1898.14,1886.93,1910.93,1938.71,1508.86,1809.64,1731.57,1801.29,1150.14,1089.5,1862.86,908.429,865.714,867.571,1254.29,1298.21,1330.5,210.571,211.143,205.643,292.786,283.857,280,201.286,208.143,220.857,,
2495.26,1858.71,1893.43,1874.29,1900,1928.14,1505.36,1808.71,1720.36,1816.93,1146.93,1114,1870,907.286,862.857,860.714,1266,1310.43,1328.29,212.786,209.571,207.857,296.357,284.214,278.571,198.214,207.143,219.571,,
2496.64,1874.57,1899.14,1886.57,1913.36,1929.71,1503.07,1815.71,1734.29,1806.5,1154.43,1102.36,1860.57,921.5,866.5,863.214,1268.29,1315.79,1333.5,213.857,209.143,204.786,294.643,284.214,282.071,203.143,204.571,215.643,,
2498.03,1873.43,1894.64,1888.14,1895.86,1925.57,1509.57,1802.71,1724.5,1789,1140.14,1089.71,1860.93,907.571,863.857,861.857,1263.36,1309.86,1339.79,208.429,208.929,208.286,301.857,283.714,280.571,197.786,207.786,220.5,,
2499.41,1877,1894.64,1877.29,1916.43,1935.36,1508.29,1806.79,1728.86,1808.21,1142.64,1099.93,1861.79,923.857,863.929,869.214,1268.93,1313.14,1327.86,209.071,204.143,209.286,289.357,286.857,282.357,204.214,211.286,220.786,,
2500.79,1874.86,1894.71,1887.43,1917.14,1936.21,1516.36,1788.71,1726.29,1801.21,1141.57,1100.14,1855.64,910.357,860,858.5,1268.21,1312.86,1334.21,207.643,205.071,213,288,280.357,282.357,199.071,207,219.857,,
2502.18,1876.79,1904.5,1884,1906.36,1945.71,1510.07,1816.36,1739.93,1809.64,1142,1102.14,1865.36,920.571,863.643,871.929,1272.36,1315.29,1329.36,210.857,204.071,209.357,291.929,278,282.357,201.071,210.214,226.786,,
2503.56,1870.93,1882.43,1885.93,1913.07,1923.64,1506.29,1822.43,1734.71,1818.29,1147.29,1095.07,1867.21,924.071,870.786,871.5,1275.36,1318.43,1336.07,207.143,206.143,209.143,295.929,286.714,279.714,204.286,207.429,220.714,,
2504.94,1861.71,1892.29,1884.57,1915.86,1950.36,1510.64,1796.93,1736.14,1787.36,1141.64,1105.71,1855.93,923.643,869.429,870.929,1273.93,1317.57,1334.57,210,205.214,209.786,296.286,277.714,280.571,202.571,212,219.571,,
2506.33,1873.86,1882.57,1895,1906.21,1937.43,1509.93,1804.57,1731,1806.57,1154.07,1109,1862.71,916.929,860.929,855.357,1267.5,1310.29,1331.93,212.214,207.143,203,296.714,287.143,280.143,195.571,210.357,223.929,,
2507.71,1877.71,1889.79,1887.07,1910.86,1934.93,1509.5,1816.43,1736.14,1799,1146.21,1099.43,1839.36,920.571,864.714,871.857,1256.86,1304.21,1342.57,211.5,206.429,211.643,294.5,285.5,285.643,201.143,211,219.571,,
2509.09,1879.93,1895.43,1891.79,1918.29,1936.64,1508.57,1814.36,1739.71,1797.5,1156.57,1107,1860.21,926.643,858.786,862.429,1267.21,1309.79,1329.79,210.857,206.214,209.071,295.214,285.214,278.571,198.929,215.071,219.429,,
2510.48,1885.86,1899.14,1884.57,1912.5,1950.43,1527,1822.71,1736.93,1796.43,1154.14,1095.71,1879.57,917.786,870.143,864.714,1260.93,1310.21,1334.5,212.071,210.214,206.571,295.286,287,280.5,204.857,210.143,221.286,,
2511.86,1885.93,1901.64,1896.64,1917.07,1929.93,1513.14,1811.93,1726.86,1812.14,1148.93,1101.21,1874.07,914.929,864.714,863.929,1277,1316.21,1340.43,211.786,206.429,210.429,298.214,284.5,286.071,200.643,204.857,220.929,,
2513.24,1878.21,1888.36,1896.21,1914.5,1949.36,1524.14,1814.14,1735.71,1805.71,1145.43,1097.5,1873.64,933.929,866.929,858.714,1277.43,1304.57,1342.93,216.429,204.643,210.714,295.143,283.214,282,199,207.071,221.286,,
2514.62,1884.64,1893.79,1891.57,1903.21,1947.79,1521.71,1821.86,1740.64,1813.21,1158.5,1102.57,1858.57,913.214,869.929,869.071,1268.57,1310.71,1345.14,212.857,207.571,209.857,296.357,290.571,278.357,200.214,212.929,223.214,,
2516,1865.21,1890.14,1877.64,1904.29,1931.93,1509.21,1814.29,1743.5,1815.57,1149.93,1099.57,1879.79,917.714,863,876.643,1270.57,1316.64,1346.71,212.5,204.214,209.429,297,285.643,283.5,202.5,212.643,223,,
2517.38,1881,1907.07,1888.5,1906.93,1937.64,1521.5,1809.86,1740.21,1812.21,1149.5,1104.57,1854.07,920.929,866.214,870.214,1270.07,1323.07,1344.29,212.714,206.286,211.786,296.643,282.5,280.929,203.357,205.643,219.643,,
2518.76,1875.79,1893.5,1891.57,1906.21,1946.29,1518.36,1817.14,1740.57,1809.57,1148.43,1098,1870.79,911.857,858.571,875.143,1275.93,1320.43,1333.07,213.857,206.143,209.857,301.5,291.143,281.571,201.357,213.571,219,,
2520.15,1877,1892.43,1873.07,1909.71,1939.36,1511.86,1825.64,1730.29,1810.07,1156.57,1106.57,1858,924.429,861.929,882.214,1273.79,1322.79,1336.5,214.786,210,210.786,299.929,288,290.214,201.357,208.5,223.214,,
2521.52,1885.29,1893.64,1894.14,1915.5,1941.21,1516.93,1819.29,1730.57,1796.86,1147.36,1107.29,1869.14,912.071,867.643,864.571,1278,1330.21,1344.07,213.214,206.714,204.286,296.214,283.214,283.857,199.714,210.714,226.714,,
2522.9,1884.5,1911.64,1872.86,1906.5,1940.86,1509.29,1827.43,1731.64,1816.14,1152.57,1100.57,1865.86,924.857,867.214,866.071,1257.64,1320,1342.43,213.571,208.286,208.929,299.357,283.214,284.643,203,213.214,217.143,,
2524.28,1887.79,1901.71,1890.14,1933.86,1956.86,1526.57,1806.71,1728,1810.57,1151.14,1101.43,1879.64,906.5,864.857,863.429,1269.71,1315.93,1350.36,208.357,209.5,208.929,297.929,282.5,278.286,195.286,209.714,219.571,,
2525.67,1869.07,1898.57,1891.5,1923.64,1941,1524.43,1801.79,1731.14,1798,1145.29,1088.64,1884.86,924.571,855.643,859.214,1276.71,1320.36,1334,211.286,208.643,205.857,290.643,282.357,278.929,201.571,215.643,221.5,,
2527.04,1864,1904,1883.86,1911.36,1942.07,1517.64,1820.29,1741.79,1819.07,1148.57,1107,1862.43,923.5,863.5,867.214,1271.64,1318.79,1330.07,216.071,208.429,211.429,297.214,284.5,283.214,201.143,211.643,220.214,,
2528.42,1878.36,1903.79,1887.57,1925.07,1946.29,1524,1814.86,1725.79,1806,1154.57,1099.5,1862.5,918.429,860.786,862.286,1254,1307.43,1339.29,208.357,207,211.5,292.714,286.5,287.643,204.286,209.357,223.143,,
2529.8,1892.07,1895,1881.36,1908.14,1941.36,1518.79,1805.14,1731.36,1805.64,1152.86,1095.29,1858.14,930,873.643,867.857,1260.43,1315,1334.93,211.214,207.286,204.643,295.714,286.5,284.857,201.857,210.643,224.786,,
2531.18,1877.93,1901.57,1893.93,1900.93,1937.29,1519.5,1816.36,1736.36,1812.57,1156.43,1100.71,1863.79,909,877.5,866.786,1267.64,1306.43,1330.86,212.5,210.214,207.286,290.643,288.143,284.143,201.143,210.286,223,,
2532.56,1884.29,1909.86,1883.79,1921.64,1926.36,1516.14,1807.43,1726.86,1820.86,1140.57,1104.14,1870.64,921.214,857.786,866.643,1260.43,1319.29,1334.57,215.071,212.643,210.143,295.5,281.5,284.214,201.714,208.214,228.357,,
2533.94,1881.71,1905.29,1879.36,1905.21,1925.93,1527.79,1804.79,1723.36,1813,1144.57,1106.57,1871.29,918.357,866.214,870,1252.29,1303.21,1330.36,213.571,206.571,206.214,296.286,281.643,285.214,202.429,206.071,221.929,,
2535.31,1875.57,1896.57,1883.64,1906.29,1929.71,1505.29,1820.21,1732.71,1799.14,1148.64,1091.43,1867.29,914.714,854.786,860.5,1257.57,1307.29,1320.93,216.357,209.786,209.929,297.714,282.071,278.214,199.714,208.214,218.143,,
2536.69,1878.93,1890.57,1896.93,1908.93,1940.79,1512.29,1801.93,1741.71,1812.29,1145.43,1092.79,1868.64,919.5,857.714,856.929,1265.07,1302.86,1349.43,211.714,209.214,207,293.143,282.214,286.786,201.643,211,221.071,,
2538.07,1873.57,1907.14,1888.5,1914.43,1930.79,1517.43,1809.57,1737.14,1799.07,1146.29,1096.57,1873.5,921.214,859.286,865.857,1267.43,1312.07,1334.79,208.357,208.286,209.571,296.643,284.214,282.643,200.286,207.857,220.071,,
2539.45,1876.64,1903.57,1881.57,1913.64,1940.5,1514.5,1806.86,1740.71,1794.43,1139.93,1098.21,1866.79,918.929,859.643,863.857,1274.57,1318.29,1332.14,213.643,208.929,209.643,297.571,282.857,281.857,198.929,212.714,222.429,,
2540.82,1864.64,1887.93,1886.14,1921.21,1934.79,1517.5,1811.57,1741.21,1806.14,1140.79,1090.57,1866,921.143,863.286,866.429,1269.71,1303.07,1330.64,213.5,210.143,203.929,295.786,287.857,278.5,200.571,210.357,223.643,,
2542.2,1872.36,1894,1880,1909.5,1943.71,1510.5,1807.21,1736.36,1818.07,1139.43,1097.71,1876.86,926.714,860.071,868.857,1263.71,1310.21,1332.36,213.357,208.786,214.714,300.571,284.571,279.571,204.143,212.857,220.143,,
2543.58,1883.86,1893.79,1896.64,1920.36,1946.21,1520.86,1813.64,1740.36,1800.5,1139.07,1105.79,1863.29,906.143,857.5,866.071,1274.64,1314.07,1324.07,212.5,206.5,204.714,295.571,281.786,287.071,199.571,218.357,224.643,,
2544.95,1876.43,1892.36,1887.14,1905.86,1949.14,1524.5,1808.5,1729.21,1806.64,1136.71,1101.71,1867.86,920.929,856.714,871,1268.14,1317.07,1326.71,213.286,206.143,207.643,295.214,281.357,281.214,202,211.357,215.714,,
2546.33,1879.93,1911,1902,1923,1949.14,1525.57,1828.14,1731.21,1805.64,1141.21,1104.79,1874.21,916.929,852.214,863.572,1254.29,1306.21,1338.43,214.429,205.714,210.429,301.643,289.5,284.429,202.857,212.571,224.571,,
2547.7,1897.79,1922.93,1878.14,1930.14,1948.14,1535.29,1804.5,1729.29,1816.64,1138.93,1102.43,1873.64,913.071,861.857,863.286,1257,1294.21,1341.57,210.643,208.786,208.929,298.357,284.857,286.571,204,206.429,224.143,,
2549.08,1873.71,1891.21,1872.5,1914.43,1947.79,1517.36,1815.71,1748,1806.43,1145.79,1105.57,1867.43,919.429,862.357,863.929,1269.79,1309.5,1326.43,210.857,205.929,210.929,295.571,280.5,279.929,203.071,210.5,223.714,,
2550.46,1885.71,1897.93,1901.5,1912.93,1949.36,1516.07,1815.93,1733.21,1824.57,1155.5,1100.14,1874.14,919.143,860.714,872.429,1263.93,1315.43,1330.14,212.714,205.286,210,299,284,283.857,200.643,212.214,219.857,,
2551.83,1874.64,1890.21,1899.07,1916.43,1947.36,1516.57,1816.29,1737.29,1813.79,1148.29,1096.36,1866.79,925,860.286,861.071,1268.71,1310.86,1328.57,214.357,204.786,209.286,300.286,288.143,277.5,203.357,209.357,225,,
2553.21,1883.36,1895.64,1894.5,1916,1949.07,1527.5,1811.71,1732.64,1816.29,1150.86,1103.79,1877.5,926.286,853.429,861.571,1271.79,1304.43,1340.36,211.571,208.071,210.786,301.143,284.143,284.357,202.857,210.929,224.643,,
2554.58,1867.21,1899.43,1869.93,1918.43,1945.36,1515.71,1818.86,1736.71,1819.64,1148.43,1094.36,1875.71,924.429,852,869.714,1263.57,1313.36,1332.64,210.071,204.5,209.357,296.071,287.429,283,198.571,210.571,221.714,,
2555.95,1887.79,1900.64,1877.71,1926.07,1949.93,1515.43,1824.64,1751,1803.07,1142.93,1108.14,1885,916,871.714,864.286,1275.14,1314.93,1334.86,210.214,209.929,211.714,296.643,283.857,286.714,204.071,209.786,222.929,,
2557.33,1877.43,1909.29,1874.14,1910.29,1938.21,1519.71,1825.64,1731.29,1810.79,1139.21,1094.21,1871,916,863.214,864.286,1270.14,1305.36,1339.36,214.286,203.714,205.143,300.286,289.429,283.857,201.714,209.643,225.143,,
2558.7,1871.93,1898.57,1895.43,1916.71,1931.14,1507.86,1816.43,1744.5,1798.36,1145.57,1101.5,1867,922.286,853.786,859.286,1267.86,1322.71,1335.43,210.429,207.643,212.571,300.643,284.5,286.214,200.857,214.714,223.071,,
2560.07,1883.5,1905.07,1891.36,1909.71,1944.07,1520.93,1822.43,1739.07,1804.07,1151.36,1099.29,1871.86,918.5,859.643,873.429,1257.21,1310.57,1343,212.429,209.286,211,297.857,286.857,283,205.571,210.643,226.929,,
2561.45,1881.21,1899.29,1891.29,1931.43,1954.5,1517.14,1808.5,1755.57,1812.21,1146.36,1110.57,1873.64,913.571,877.429,868.214,1268.71,1317.21,1345.5,210.071,210.5,207.357,298.071,284.571,288.643,199.786,214.714,225.214,,
2562.82,1889.14,1892.93,1885.93,1917.29,1947.21,1526.71,1817.57,1735.43,1817.57,1150.86,1105.86,1879.86,929.643,864.214,867.214,1279.43,1313.21,1336.64,214.714,210.214,209.071,303.286,286.929,283.429,204,211.214,223,,
2564.19,1894.79,1903.07,1894.86,1925.21,1947.14,1522.64,1817.36,1738.21,1814.93,1158.29,1106.14,1873.5,921.643,874,870.357,1280.64,1327.86,1331.86,213.071,206.357,216.643,295.429,280.357,284.714,204.929,214.929,218.857,,
