Type,Treated,Treated,Treated,Treated,Treated,Treated,Treated,Treated,Treated,Untreated,Untreated,Untreated,Untreated,Untreated,Untreated,Untreated,Untreated,Untreated,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,,
1016.35,2473.71,3415.93,3362.57,2469.57,2455.14,2210.14,2489.07,2212.21,2650.71,2729.79,2491,3169.57,2411.71,2079.29,2127.36,2776,2824.5,2880.14,391.357,382.429,385.429,577.929,550.429,547.571,414.857,430.429,453.5,,
1018,2477.57,3412.07,3351.14,2492.07,2444.07,2234.21,2473.07,2196.43,2656.71,2715.21,2478.93,3173.29,2391.36,2088.71,2140.57,2756.64,2817.43,2865.57,392,378.357,378.929,582.286,547.643,531.786,412.786,433,454.643,,
1019.65,2467.57,3406.64,3364.21,2476.07,2438.29,2202,2468.43,2207.21,2669.93,2724.21,2474.43,3187.36,2392,2079.5,2126,2755.07,2810.14,2881.43,384.143,379.643,378.786,576.786,542.357,536.429,405.143,423.214,446.571,,
1021.3,2462.93,3405.79,3356.36,2471.07,2426.07,2211.5,2486.29,2195.71,2662,2707,2492.14,3180.14,2391.43,2082.43,2126.07,2756,2808.36,2858.43,390.429,379.286,384.357,571.714,549.214,540.643,413,431,456.857,,
1022.95,2474.07,3404.43,3356.36,2459.14,2419.21,2189.57,2486.43,2213,2659.07,2714.86,2472.36,3178.71,2369,2080.29,2113.21,2754.79,2805.71,2849.79,387.214,371.5,378.786,578.929,547.714,537.929,408.071,425.857,455.5,,
1024.6,2466.93,3398.07,3382.71,2465.64,2438.36,2203.86,2463.79,2191.36,2673.07,2686.71,2467.64,3182.14,2378.14,2082.36,2123.36,2762.43,2818.29,2842.14,385.071,375.857,382.143,572.071,548.357,535.929,407.357,419.071,449.786,,
1026.25,2463,3401.64,3348.5,2469.64,2424.5,2189.71,2458.21,2195.93,2639.14,2691.36,2462.86,3174.79,2357.36,2068,2109.43,2738.29,2800.36,2851.57,389.357,377.571,386.214,581.143,538.143,529.5,407.214,425.5,449.286,,
1027.9,2450.86,3387.21,3339.29,2461.57,2431.14,2204.5,2459.21,2198.21,2657.29,2690.86,2454.14,3169.64,2365.86,2069.29,2107.36,2735,2805.86,2851.5,384.143,386.714,381.143,574.143,544.786,538.5,410.5,417.357,448.357,,
1029.55,2446.14,3394.86,3352.21,2451.71,2424.93,2196.07,2486.21,2198.93,2655.29,2692.93,2450.5,3174.14,2371.07,2064.64,2106.79,2742,2788.57,2836.79,392.714,383,379.714,577.857,552.429,535.571,409.214,425.357,444.429,,
1031.2,2454.21,3396.07,3336.07,2441.36,2431.79,2200.86,2464.14,2191.14,2639.93,2690.14,2443.79,3161.21,2369.36,2054.79,2112.21,2730,2785.29,2805.29,393.786,382.071,377.643,573.357,554.571,531.286,412.714,427.214,449.071,,
1032.85,2450.57,3381.14,3326.64,2442,2429.29,2181.5,2460.93,2203.64,2661.14,2675.93,2447.43,3179.86,2367.5,2049.5,2098.21,2739.14,2782.86,2827.21,393.857,383.214,382.143,579.357,545.214,533.714,409,427.357,452.071,,
1034.5,2449.93,3401.79,3338.5,2468.79,2419.29,2183.07,2460,2181.86,2653.64,2671.71,2441.86,3173.86,2345.36,2049.14,2091.64,2728.14,2786.71,2822.14,389.429,384.071,378.857,573.786,543.714,534.286,406.143,428.429,450.857,,
1036.15,2438.14,3390.36,3334.21,2438.21,2410.57,2173.43,2452.71,2183.57,2637.14,2657.64,2415.36,3165.57,2351.64,2050.93,2070.79,2711.71,2768,2802.86,395.571,382.429,383.429,577.5,542.929,533.357,408.214,422.286,450.929,,
1037.8,2430.43,3400.14,3333,2441.21,2427.57,2187.29,2457.79,2158.64,2647.43,2654.71,2432,3160,2341.21,2039.29,2078.57,2707.14,2757.21,2825.29,386.643,379.286,386.571,573.643,541.929,526.643,409.214,422.5,446.214,,
1039.44,2431.14,3389.64,3327.57,2439.14,2414.5,2184.5,2473.43,2186.71,2647.07,2653.57,2447.43,3183.14,2361.5,2037.14,2078.71,2731.36,2759.5,2811.43,391.357,380.429,384,576.214,544.5,536.929,399,432.857,444.143,,
1041.09,2439.71,3382.71,3322.71,2443.5,2418.57,2183.29,2471.29,2193,2651.21,2664.71,2437.93,3167.79,2355.71,2037.5,2101.64,2708.43,2777.36,2813.21,388.214,373.214,384.357,569.286,542.714,538.071,408.643,417.5,445.429,,
1042.74,2462,3387.21,3341.43,2444.5,2421.64,2182.93,2447.79,2183.36,2652.36,2681.43,2430.5,3164.71,2351.64,2031.64,2088.5,2704.36,2780.79,2814.71,386.643,373.5,378.143,572.286,546,535,404.143,428.214,448.214,,
1044.39,2431.29,3370.64,3347,2441.5,2409.71,2188.14,2459.71,2187.57,2641.93,2663.5,2443.86,3170.93,2338.93,2054.86,2084.93,2732.64,2765.57,2819.64,385.429,375.071,381.857,562.786,541.857,532.5,406.286,422.286,439.143,,
1046.03,2441,3377.86,3348.5,2444.79,2412.43,2183.64,2476.93,2160.21,2651.57,2671.79,2444.14,3163.71,2356.64,2051.86,2084.71,2733.29,2770.86,2819.07,386.571,381.5,385,577.071,555.143,539.357,407.786,428.429,445.071,,
1047.68,2445.43,3380.5,3327.79,2448.14,2428.93,2182.21,2463.14,2184.64,2635.64,2670,2433.14,3177.14,2346.29,2052.36,2092,2728,2787.71,2814.64,383.643,377.214,380.071,575.286,541.143,537.071,410.929,420.714,446.214,,
1049.32,2444,3381.79,3328.79,2463.5,2411.14,2196.57,2463.07,2184.79,2655.86,2686.64,2445.5,3169.14,2354.29,2036,2102.21,2738.29,2776.36,2826.64,389.643,376.429,375.786,574.214,544.429,533.857,406.643,427.071,451.643,,
1050.97,2445.36,3392.36,3328.5,2461.93,2407.5,2189.14,2458.93,2167.93,2638.79,2684.36,2440.29,3163,2355.36,2049.5,2099.79,2728.86,2790.86,2830.64,393,377.643,374.714,577.286,550.357,534.571,403.5,435.357,444.143,,
1052.62,2448.64,3393.07,3329.93,2435.36,2410.57,2190.5,2470.29,2185.14,2651.14,2661.21,2428.86,3147.29,2344.36,2060.07,2088,2738.71,2758.14,2819.57,391.071,376.786,382.286,578.571,542.214,523.643,404,422.429,441.714,,
1054.26,2449.43,3370.07,3336.5,2450.14,2416.64,2190.79,2460.43,2186.43,2645.07,2659.5,2429.79,3167.14,2354.71,2058.64,2088.14,2702.43,2788.43,2823.93,390.571,377.929,382.714,570.929,540.786,526.929,410.143,426.857,445.786,,
1055.9,2444.86,3383,3338.86,2436.86,2409.64,2194.86,2457.14,2195.43,2654.14,2665.36,2421.14,3164.21,2362.21,2048.93,2083.14,2700,2752.71,2809.07,389.214,376.786,376.714,575.857,541.571,538.357,407.286,428.786,444.286,,
1057.55,2442.5,3378.43,3326.93,2448.79,2407.5,2179.29,2458.21,2161.71,2662.14,2647.14,2431.93,3153.14,2347.79,2041.79,2085.64,2698.57,2741.71,2801.5,387.714,373.929,378.857,561.214,544.857,535.643,398.786,423.143,449.429,,
1059.19,2450.5,3384.43,3339.14,2446.29,2422.93,2192.64,2464.64,2182,2655.64,2651.64,2438.5,3161,2359.93,2034.07,2080.86,2714.64,2755.43,2813.07,392.429,378,373.5,571.071,534.429,521.071,407.643,427.357,448.929,,
1060.84,2447.5,3398.43,3333.86,2433.5,2412.57,2181.36,2454.07,2184.43,2635.36,2664.57,2442.79,3142.79,2357.29,2038.36,2081.93,2715.07,2756.71,2812.57,387.929,375,379,563.857,539.571,532.286,402.571,422.429,444.286,,
1062.48,2463.21,3389,3320.29,2452.29,2412.43,2176.29,2464.79,2179.64,2647.86,2665.64,2441.36,3153,2334.5,2045.43,2093.79,2711.57,2763.64,2809.07,386.143,377.857,381.429,566.143,543.072,540.357,404.857,427.214,442.714,,
1064.12,2442.36,3361.36,3334.14,2446.07,2416.57,2183,2456.36,2170.07,2640.5,2644.86,2411.86,3149.14,2367.21,2039.14,2083.07,2712.07,2772.5,2811.21,388.143,371.643,378,575.786,542.929,534.786,400.286,421.071,445.714,,
1065.77,2451.43,3388.14,3343.71,2446.71,2415.71,2187.14,2467,2188.14,2647,2651.57,2419.29,3146,2346.29,2040.29,2083.5,2701.71,2759.57,2797.29,386.429,374.929,372.571,569.071,549.214,538.286,406.643,424.714,446.929,,
1067.41,2424.86,3366.07,3320.57,2430.86,2402.07,2183.79,2447.64,2162.86,2630.14,2652.07,2419.07,3150.14,2333.36,2039.29,2067.07,2717.36,2757.57,2803.86,389.214,377.429,378.214,571.071,541.929,535,406.571,421.286,446,,
1069.05,2459.21,3376.64,3308,2436.79,2414.07,2175.64,2455.71,2199.64,2646,2653.29,2398.14,3134.5,2336.43,2034.57,2073,2702,2775.21,2797.14,389.571,371.786,381.357,579,545,536.143,406.857,424.571,442.571,,
1070.69,2457.64,3386.79,3326,2446,2407.5,2185.5,2442.71,2184.36,2645.36,2650.43,2418.57,3162.86,2348.86,2030.5,2079.57,2703.07,2748.71,2802.14,394.714,379.857,385.5,569.071,544.857,530.071,407.929,414.643,440.357,,
1072.33,2432.14,3357.64,3301.5,2447.21,2416,2160.64,2455.71,2170.86,2648,2656,2438.57,3154.64,2340.29,2036.5,2092.86,2696.57,2755.93,2799.93,388.571,375.429,378.786,572,541.143,525.786,399.143,420.429,444.214,,
1073.97,2446.5,3375.29,3326.93,2433.36,2426.79,2187.64,2468.36,2185.29,2646.64,2636,2412.79,3166.93,2341.57,2038.07,2075.5,2712.07,2744.86,2805.36,389.5,375.071,379.643,567.857,539,534.714,410.429,423.929,441.5,,
1075.62,2439.07,3388.64,3333.57,2452.29,2411.57,2183.79,2450,2174.5,2654.93,2647.86,2429,3169.14,2345.64,2048.07,2089,2694.64,2751.29,2801.79,387.714,373.786,380.071,574.571,542,535.5,408.643,417.714,442.357,,
1077.26,2452,3376.93,3324.29,2446,2423.5,2180.43,2451.71,2177.5,2636.79,2667.93,2413.71,3150.79,2336.57,2031.43,2082.07,2694.07,2765.14,2808.79,388.571,378.929,377.929,568.429,545.5,533.571,406.214,418.5,442.786,,
1078.9,2439.93,3360.07,3324.29,2452.93,2410.57,2194.86,2456.64,2181.5,2644.29,2665.36,2424.29,3157.79,2358,2039.93,2089.5,2724.21,2759.71,2802.86,383.714,375.929,376.286,568.857,539.571,527.429,406.571,419.643,442.429,,
1080.54,2451.86,3384.71,3315.07,2443.5,2404.86,2191.43,2468.07,2187.5,2636.29,2655.86,2424.29,3156.64,2336.29,2052.57,2085.71,2727.29,2766.14,2815.71,386.143,375.071,380.429,572.643,543.071,539.214,404.214,416.857,438.714,,
1082.17,2452,3378.86,3334.5,2466.71,2420,2193.57,2475.79,2187.86,2675.57,2667.93,2414.21,3167,2348.29,2040.86,2075.71,2720.43,2752.64,2811.5,388.786,377.929,384.857,572.357,537.214,532.286,402.5,417.786,436.643,,
1083.81,2442.64,3378.21,3309.14,2460.64,2409,2187.57,2445.43,2179.14,2654.64,2653.5,2419.64,3134.71,2335,2027.57,2084.07,2718.57,2769.14,2816.57,390.071,376.071,380.071,575.214,547.929,532.571,399.571,416.643,435.5,,
1085.45,2465.79,3382.43,3324,2448.29,2395.29,2182.43,2468.07,2182.71,2658.29,2643.29,2424.14,3148.36,2347.21,2030.93,2069.93,2702.71,2740.43,2803.86,392.071,374,380.286,581,541.214,533.214,401.714,422.071,437.429,,
1087.09,2451.57,3373.36,3342.57,2444.43,2415.21,2179.57,2456.43,2180.36,2648.71,2644.71,2418.07,3130,2324,2042.79,2073.93,2700.36,2765.64,2796.5,388.857,371,373.429,568.643,543.786,532,400,422.786,442.571,,
1088.73,2460.5,3371.36,3320.93,2439.79,2403.93,2172.29,2459,2184.14,2638.93,2650.5,2413,3144.93,2322.93,2014.71,2044.5,2689.29,2749.43,2804.07,385.5,374.143,375.5,569.571,536.214,534.786,394.429,417.643,443.5,,
1090.37,2438.86,3361.93,3317.93,2452.21,2425.36,2173.57,2443,2185.43,2641.86,2660.79,2412.71,3190.07,2345.43,2022.5,2064.79,2711.07,2752.36,2809.07,385.357,370.286,376.929,561.571,532.929,528.929,400.286,419.5,441.357,,
1092,2454.5,3390,3333.5,2460.71,2418.21,2190.14,2462.14,2198.57,2648.5,2656.93,2431.36,3174.71,2317.29,2031.07,2081.79,2705.14,2776.93,2812.79,389.643,375.429,370.857,567.571,538.214,524.714,401.929,420.214,444.286,,
1093.64,2457.43,3368.21,3323.64,2435.5,2411.21,2172.5,2466.14,2176.07,2644.5,2640.93,2427.36,3165.36,2339.21,2004.43,2076.5,2716,2756.57,2819.64,385.143,372.286,369.5,569.071,528.929,533,395.071,414.357,438.143,,
1095.28,2462.36,3385.64,3315.71,2444.79,2422.29,2201.64,2459.71,2209.93,2638.57,2655.14,2415.29,3175.57,2333.64,2036.5,2070.07,2709,2761.64,2811.79,384.857,375.286,378.929,568.571,537.643,535.5,401.857,422.357,435.5,,
1096.92,2441.79,3384.64,3343.71,2464.36,2426,2217.29,2478.21,2183.29,2646.79,2667.36,2430.21,3188.07,2354.71,2030,2066,2718.29,2768.79,2826.07,385.429,372.071,370.5,564.429,540.429,540.071,396.143,423.929,435.5,,
1098.55,2453.86,3383.79,3330,2467.5,2426.43,2191.07,2467,2193,2656.07,2653.64,2440.43,3175,2331.86,2017.57,2056.43,2721.14,2770.86,2824.29,389.643,376.571,373.5,567.786,539.429,523,401.929,415.357,437.143,,
1100.19,2476.29,3397.57,3342.93,2469.79,2435.79,2197.43,2477.57,2188.86,2671.57,2656.36,2429.43,3173.29,2318.43,2014.43,2077.71,2730.64,2769.36,2814.36,385.714,377.071,376.929,565.214,537.286,535.357,396.214,418.5,439.929,,
1101.82,2452.29,3396.43,3348.79,2442.79,2409.57,2202.86,2455.64,2205.21,2654.64,2656,2426.79,3176.43,2321.29,2023.43,2078.79,2738.5,2788.86,2820.57,386.643,373.357,378.357,568.571,539.357,526.571,397.357,420.5,433.071,,
1103.46,2470.21,3404.86,3344.43,2442.14,2435.64,2189.29,2479,2203.64,2654.93,2669.5,2416.43,3178.71,2332.29,2018.79,2070.79,2726.57,2777.86,2826.86,386.857,375.857,378.429,573.357,535.643,524.929,395.643,411.786,437.143,,
1105.09,2477.29,3400.14,3339.79,2452.07,2440,2199.07,2474.86,2196.21,2652.21,2656.79,2432.07,3175,2327.64,2004.57,2076.57,2724.14,2767.43,2808.43,390.357,370.357,373.143,569.5,532,521,397.357,417.429,435.429,,
1106.73,2450.93,3393.86,3352.29,2454.43,2431.43,2207.86,2472.21,2199.93,2656.57,2677.14,2418.86,3181.64,2334.29,2018.79,2068.07,2730.07,2778.36,2827,380.643,370.929,372.714,570.643,545.857,525.786,403.643,413.429,444,,
1108.36,2467.21,3391.21,3340.21,2463.71,2438.93,2201.71,2472.64,2199.5,2656.14,2671.93,2440.07,3169.43,2330.79,2027.5,2078.93,2731.71,2779.64,2843.21,387.929,373.714,385.143,567.5,540.5,516.071,394.357,415.643,440.5,,
1110,2476.86,3387.29,3342.64,2454.36,2418.93,2203.79,2476.57,2195.14,2675.57,2674.57,2455.21,3192.86,2334.21,2033.93,2083.64,2745.07,2780.71,2817.71,387.5,372.286,368.571,572.214,538.857,520.643,393.286,411.571,442.071,,
1111.63,2489.29,3416.07,3338.21,2465.57,2430.5,2202.07,2488.43,2206,2672.71,2669,2451,3214.14,2342.5,2025.5,2095.79,2729.21,2779.07,2837.5,386.929,369.5,378.857,559.357,536.357,532.857,399.071,410.071,438.214,,
1113.26,2473,3396.64,3359.79,2468.79,2434.36,2225.79,2474.36,2216.36,2664.79,2684.79,2459.57,3203.07,2353.36,2032.43,2067.71,2734.07,2793.5,2840.86,388.571,374.786,370.143,569.429,536.214,523.429,392.5,406.357,435.429,,
1114.9,2487.36,3401.29,3362.21,2492.57,2436.21,2213.57,2470.36,2186.93,2693.93,2686.79,2462.21,3193.86,2325,2036.36,2079.5,2754.43,2793.21,2849.07,383.786,373.714,371.929,569.643,531.571,531.214,393.857,417.357,438,,
1116.53,2494.64,3400.93,3361.57,2482.79,2454.14,2223.14,2492.43,2205.29,2706,2689.43,2442.29,3212.36,2333,2030.29,2079.64,2752.07,2779.64,2853.71,385.857,373.286,377.429,576.643,536.786,534.5,397.929,413.143,437.857,,
1118.16,2497.79,3426.64,3356.64,2492.71,2455,2219.07,2509.07,2214.14,2677.43,2675.79,2425.5,3211.14,2335.14,2044.86,2079.79,2770.29,2806.29,2858.57,387.071,369.429,378.357,571.786,540.643,532.071,398.286,413.071,438.857,,
1119.79,2478.29,3421.21,3381.57,2490.14,2447.21,2221.86,2477.36,2216.14,2681.14,2696.79,2467.07,3206.71,2343.79,2039.21,2090.07,2779.43,2803.5,2880.5,383,365.357,375,574.143,542.286,531.071,395.5,414.571,430.071,,
1121.43,2495.64,3423.86,3390,2497.57,2472.21,2226,2490.21,2211.43,2669.57,2682.21,2462.14,3220.86,2336.79,2033.43,2101.5,2777.79,2815,2881.64,393.5,378.071,376.786,571,539.071,519.929,394.143,409.786,438,,
1123.06,2493.21,3427.79,3367.07,2518.71,2465.29,2243.93,2499.93,2226.71,2691.14,2689.5,2473.79,3224.21,2335.86,2039.64,2095.36,2787.14,2826.57,2893.5,387.286,375.857,380.357,573.857,541.643,531.857,400.429,412.214,433.143,,
1124.69,2508.29,3425.21,3379.79,2507.43,2469.64,2231.21,2489,2229.21,2683.14,2717.64,2471,3224.14,2352.14,2047.29,2111.07,2788.14,2856.86,2899.57,384.929,376.643,377.143,568,537.143,532.5,392.286,411.857,441.857,,
1126.32,2519.5,3413.64,3388,2494.07,2467.07,2236.36,2513.36,2214.21,2684,2695.93,2498.79,3220.29,2357.64,2063.57,2098.57,2794.64,2839.64,2914.64,391.643,371.714,381.929,568.214,540.929,523.286,393.857,414.643,432.429,,
1127.95,2525.36,3425.79,3377.79,2512.79,2472.57,2240.5,2521,2226.14,2702.71,2716.93,2504.64,3252.71,2366.79,2074.57,2101,2785.29,2847.36,2901.86,384.571,373.643,375.5,574,541.214,530.429,395.357,409.929,439.214,,
1129.58,2530.29,3434.57,3378.36,2517.29,2481.57,2249.29,2516.57,2249.93,2710.29,2758.36,2485.21,3246.5,2367.64,2073.21,2102.21,2796.29,2877.57,2912.14,394.571,374.929,376.571,574.571,539.143,534.714,395.5,413.5,437.429,,
1131.21,2529.57,3456.36,3394.5,2534.93,2489.64,2236.36,2515.71,2241.79,2707,2762.07,2521.29,3251.43,2372.57,2058.14,2119.57,2823.64,2855.71,2922,393.429,370,384.857,571,534.5,534.214,396.714,411.571,435.071,,
1132.84,2533.71,3443.79,3399.57,2527.93,2516.71,2268.86,2519.57,2237.71,2711.57,2768.86,2526.79,3246.93,2359.64,2096.86,2131.93,2838.14,2895.93,2938.5,385.357,382.214,378.857,576.357,546.5,530.571,398.429,413.143,440.214,,
1134.47,2532.79,3473,3413.5,2533.79,2507.43,2272.93,2529.21,2254.36,2723.21,2771.5,2542.93,3278.93,2390.93,2086.86,2130,2844.79,2890.29,2963.14,387.071,379.571,371.643,578.429,540.786,533.786,395.786,416.714,432.071,,
1136.1,2554.71,3472.86,3409.64,2544.43,2515.21,2273.86,2537.86,2259.14,2722.07,2772,2544.07,3289,2397.21,2059.29,2131.21,2833.79,2920,2963,394.429,371.571,385.214,579.786,543.5,534.571,391.714,413.357,437.286,,
1137.73,2541.29,3477.14,3421.57,2554.07,2525.86,2287.64,2537.71,2261.21,2726.5,2775.57,2559.07,3289.14,2403.57,2090.57,2138.71,2865.86,2938.07,3002.43,393.643,370.714,384.429,581.5,536.214,529.643,399.214,411,434.714,,
1139.36,2554,3460.64,3435.21,2547.71,2528.5,2300.71,2543,2270.5,2740,2804.07,2583.86,3294.36,2409.93,2109.71,2155,2902.93,2952.36,3004.64,390.143,381.357,380.071,577.143,550.5,534.929,395.214,414.5,441.571,,
1140.98,2579.5,3460.71,3415.86,2577.14,2527.71,2315.07,2557.07,2283.5,2752.14,2822.71,2588.57,3293.43,2423.86,2116.14,2163.93,2900.21,2942.93,3015.43,390.143,390.143,383.571,579.5,551.714,536.071,400.714,419,446.643,,
1142.61,2586.14,3487.07,3441.07,2579.57,2550.5,2320.14,2560.14,2280.5,2758.29,2835.86,2586.14,3322.71,2426,2136.43,2172.79,2929.29,2992.71,3038.5,396.143,384.714,388.857,584,555,538.571,402.786,419.357,443.786,,
1144.24,2595.64,3502.29,3455.57,2607.36,2561.93,2324.79,2581,2281.71,2760.64,2874.93,2638.71,3334.36,2446.64,2144.86,2207.36,2954.5,3008.36,3080.71,399.786,384.786,396.429,579.714,545.929,535.071,402.643,425.643,446.286,,
1145.87,2594.57,3498.07,3446.36,2583.43,2566.07,2337.57,2572.29,2290.29,2776.86,2889.14,2671.43,3371.14,2470.79,2171.14,2225.64,2996.57,3052.64,3079.21,401.143,393.5,383.571,583.357,555.857,547.714,404.286,422.929,448.286,,
1147.49,2610.29,3522.14,3475.07,2622,2593.5,2372,2586.93,2318.29,2791.36,2943.43,2711.57,3385.79,2500.57,2203,2255.43,3020.5,3089.64,3161.86,405.714,395.143,390.571,585.286,566.571,544.857,416.286,429.357,451.571,,
1149.12,2637.21,3542.5,3486.64,2655.14,2626.21,2371.64,2604.07,2343.07,2796.57,3003.14,2773.86,3446.14,2534.29,2245.36,2319.14,3083.57,3152.71,3227.93,405.143,399.857,401.5,605.286,563.071,562.428,416.786,432.143,464.429,,
1150.75,2670.07,3554,3507.21,2705.57,2644.79,2402.71,2644.29,2372.07,2819.57,3111.14,2841.71,3470.57,2617.86,2307.21,2367.36,3181.79,3232.5,3323.21,415.5,398.714,407.643,614.214,576.429,562.143,415.929,442.714,459.857,,
1152.37,2707.14,3587.07,3551.29,2754.29,2703.36,2458.79,2684.64,2395.36,2862.5,3189.36,2936.14,3548.71,2655.14,2360.07,2430.57,3250.86,3324.36,3417,414.357,404.714,410.571,618.714,591.643,582.5,428.571,448.786,473.714,,
1154,2749.93,3628.36,3590.29,2807.5,2756.64,2522.64,2716.93,2455.29,2900.64,3267.57,3007.5,3608.86,2713.64,2417.5,2514.14,3354.36,3405.5,3502.07,427.929,417.357,414,635.286,607.857,595.643,435.357,456.357,479.857,,
1155.62,2797,3689.36,3637.43,2843.86,2816.14,2580.64,2767.43,2494.86,2933.79,3277.64,3045.71,3619.29,2755.93,2470.21,2519.07,3378.86,3461,3551,435.786,419.143,422.571,651.357,613.143,593.714,433.571,459.071,482,,
1157.25,2857.07,3718.14,3652.36,2882.5,2832.71,2588.5,2791.57,2526.36,2959.21,3287.93,3037.86,3607.07,2737.5,2453,2524.79,3401.57,3452.36,3536.71,429.786,419.143,429.643,643.286,603.286,604.071,432.929,459.5,487.071,,
1158.87,2864.29,3734.71,3674.93,2893.93,2845.57,2604.86,2800.86,2518.14,2962.14,3218.5,2969.14,3566.21,2692.36,2397.86,2476,3344.5,3370.36,3483.93,429,416.786,420.429,631.214,602.429,581.357,430.643,446.714,474.714,,
1160.5,2855.29,3716.93,3662.29,2868.93,2830.14,2578.43,2755.71,2482.93,2949.64,3111.21,2867.5,3500.64,2620.86,2319.86,2384.71,3213.64,3303.36,3354.86,420.786,414.357,418.5,618.571,588.143,572.643,420.571,438.357,463.214,,
1162.12,2803.21,3699.14,3624.71,2828.57,2779.71,2531.21,2711.07,2463,2899.21,2996.14,2770.93,3433.64,2541.79,2244.86,2331.86,3124.93,3186.93,3235.86,411.143,398.643,399,600.714,572.929,559.214,407.286,435.286,458.786,,
1163.74,2770.86,3639.57,3576.5,2768.36,2718,2475.36,2672.86,2397.14,2852.36,2918.79,2679.21,3376.29,2475.36,2171.71,2234.21,3034.07,3095.71,3147,402.571,388,392,592.143,554.786,546.286,404.214,427.571,448.714,,
1165.37,2705.86,3578.07,3531.93,2697.71,2652.79,2411.21,2620.36,2349.5,2796.64,2855.71,2607.14,3346,2419.64,2113.64,2181.64,2961,3020.86,3089.14,401.429,386.5,385.571,577.5,551.929,536.786,398.286,416.571,438.714,,
1166.99,2663.5,3552.14,3490.57,2665.43,2612.29,2362.43,2590.64,2319.07,2776.43,2793.71,2570.5,3297,2382.21,2081.64,2137.71,2920.79,2961.07,3019.79,392.714,374.643,380.857,563.786,541,531.071,390.857,407.857,432.071,,
1168.61,2626.21,3512,3444.5,2612.14,2581.93,2339.64,2578.79,2289,2764,2772.79,2551.07,3304.93,2369.93,2054.5,2111.36,2869.14,2930.07,2980.79,387.214,371.286,375.714,567.429,533.929,525,387.643,405.5,434.429,,
1170.24,2618.5,3506.14,3436.57,2582,2581.36,2329.14,2568.29,2265.07,2761.21,2762.64,2513.86,3286.5,2324,2050,2108.14,2856.71,2895.36,2954.57,386.429,364.5,374,567.857,532.786,521.571,383.429,398.857,432.5,,
1171.86,2588.21,3484.07,3455.07,2574.57,2553.36,2310.36,2529.64,2264.21,2751,2739.64,2507.86,3273.5,2330.79,2035.43,2080.86,2849.36,2908.36,2940.21,387.571,371.429,377.071,557.857,527.5,524.5,392.786,399.429,417.571,,
1173.48,2589.36,3476.86,3423.71,2561.07,2548.64,2299.29,2545.5,2265.93,2727.29,2726.43,2497.57,3269.79,2327.64,2038.79,2071.64,2828.07,2887.43,2924.36,382.429,373.429,376.643,559.071,537.143,517.429,373.357,392.071,419.429,,
1175.1,2577.07,3483.21,3437.36,2567.43,2534.07,2308.36,2523.36,2258.21,2737.71,2711.36,2480.93,3268.29,2324.14,2007.07,2080.07,2828,2897.64,2938.43,388.071,370.714,366.5,568.214,535.929,522.786,386.357,395.143,421.214,,
1176.72,2565.14,3481.79,3421,2555.93,2504.5,2284.14,2533.21,2242.64,2743.07,2712.5,2473.21,3263,2313.93,2002.43,2056.36,2802.86,2872.43,2918.43,382.357,359.429,369.857,554.357,527.786,512.143,374.143,398.357,414.929,,
1178.34,2559.79,3471.43,3429.43,2542,2512.29,2299.64,2523.5,2242.36,2735.07,2709.93,2472.5,3259.64,2307.57,2013.64,2057.5,2805.64,2870.36,2920.36,385.929,379.643,368.429,553.786,526.571,519.5,375.214,395.214,418.786,,
1179.96,2558.29,3465.43,3397.93,2544.79,2509.29,2280.21,2525.21,2249.64,2736.21,2704.86,2492.29,3255.5,2308.64,1996.93,2047.21,2826.36,2863.14,2924.86,387.643,373.929,372.214,561.429,525,514,376.929,392.071,424,,
1181.58,2573.14,3464.43,3414,2540.07,2508.43,2287.57,2543.43,2252.36,2730.79,2692.57,2472.5,3255.36,2293.64,1999.71,2033.21,2823.07,2873.57,2913,381.5,375.786,376.643,561.5,520.5,524.071,382.286,399.143,426.929,,
1183.2,2585.43,3450.5,3409.5,2547.79,2514.14,2283,2535.14,2255.5,2732.86,2687.43,2464.36,3267.57,2298.07,2005.36,2047.79,2820.14,2854.64,2921.21,383.143,365.286,367.786,554.571,516.286,511.786,373.643,393.929,420.714,,
1184.82,2580.21,3473,3412.21,2539.86,2522.36,2286.86,2520.07,2239.64,2717.86,2683.64,2482.93,3244.71,2284.5,1995.36,2044.86,2801.29,2858.07,2895.71,380.143,375.429,362.714,559,518.429,512.286,377.143,395.143,414.071,,
1186.44,2553.21,3469.14,3405.93,2542.14,2512.71,2273.29,2519.5,2259.5,2703.86,2681.57,2479,3263.14,2275.29,1981.57,2042.86,2813.71,2858.21,2886.43,382.429,365.214,373.786,551.143,525.714,508.5,370.571,396.857,417.214,,
1188.06,2553.29,3448.57,3398.57,2542.07,2505.14,2268.79,2518.14,2231.43,2711.79,2668.43,2478.14,3259.14,2283.43,1972.93,2022.5,2781.21,2864.14,2894.86,379.143,367.929,372,551.286,526.786,512.286,368.357,387.429,414.5,,
1189.68,2558,3449,3408,2543,2503.5,2274.5,2509.64,2255,2725.14,2670.57,2442.93,3265.14,2293.43,1976.71,2033.07,2794.71,2856.86,2893.36,374.357,365.143,373.286,546.786,518.286,510.357,370.143,384.214,410.786,,
