target,repeat,a,b,rmse_pre,r2_pre,rmse_post,r2_post
ADF_pp_avg,1,-577.8536083657436,11.610065071231771,31.844887794905173,-0.24514947578187263,169.4025700079998,-34.235629401480466
ADF_pp_avg,2,35.04851186223088,0.36696018767495847,40.97808952168505,0.07487385618074138,41.43834141637747,0.0539757501271978
ADF_pp_avg,3,31.51710806787059,0.09773078630828137,40.404516527107056,0.07054664718227066,47.92262535619643,-0.30752190591915984
ADF_pp_avg,4,-294.99195197730137,6.700174663954965,30.48928408787646,-0.17071534884979989,103.06158579779584,-12.376746585396269
ADF_pp_avg,5,35.06113089999665,0.3881557172447744,24.978649777819186,0.19200233543274847,26.627361334029423,0.08181868380486323
ADF_pp_avg,6,112.10488693642002,-0.8715350175877046,37.574374206820764,0.24238935667789752,50.31773786175218,-0.35864117221864444
ADF_pp_avg,7,-224.68430558523664,5.351396025562019,40.924228418316055,0.04182826747271551,84.59151576775865,-3.0938881061365198
ADF_pp_avg,8,-548.835658051116,11.27720237511447,31.548090054915455,-0.19405020936160877,167.46219779971236,-32.64418548912841
ADF_pp_avg,9,-354.6059723431634,8.865899357027544,37.95016084187427,-0.10559197135338039,167.19226030399363,-20.458530252443456
ADF_pp_avg,10,-82.63455605599839,2.3747268434815667,41.51211438957172,-0.029485540699548007,48.84375829816351,-0.4252422541167751
ADF_pp_avg,11,113.31411744729581,-1.2948843424771113,38.94413291490307,0.11743337452622626,54.168089679161675,-0.707459701366054
ADF_pp_avg,12,-75.92216436220507,2.450715375196177,29.354870807408265,-0.06151700210405964,40.60424674030588,-1.0309981332398612
ADF_pp_avg,13,-71.71301294415444,2.1329664590189945,41.048293087991304,-0.09634182020629067,47.54914951792381,-0.4710969069251947
ADF_pp_avg,14,-112.11083597717612,3.3637527348555447,32.06243992564042,-0.4700034281242462,60.83548699754273,-4.292235821625617
ADF_pp_avg,15,36.72263559125247,0.05384528141950066,38.59300180958426,0.18204459892314817,46.94281156576136,-0.21018202959781473
ADF_pp_avg,16,212.2319565598124,-2.8287522669589418,39.43271185385163,0.14263770261336906,69.19952966810497,-1.640324929521805
ADF_pp_avg,17,355.58811884916577,-4.516907821218136,29.181133396708624,-0.05358405310048431,102.17672532342438,-11.917213457739997
ADF_pp_avg,18,-175.17826654338404,4.844724618715693,31.318978954760585,-0.09963348899052216,88.72206719523712,-7.824621197436008
ADF_pp_avg,19,-75.92216436220492,2.4507153751961748,29.354870807408265,-0.06151700210405964,40.60424674030587,-1.030998133239859
ADF_pp_avg,20,18.57275008969504,1.441660066996288,30.20133418724528,-0.7166701728957348,67.78425056307475,-7.647532461245957
ADF_pp_avg,21,2.026681142547318,0.4217240017099583,37.39135940998119,0.0816290483241704,54.45575102106287,-0.9478841905886826
ADF_pp_avg,22,-321.21956616687123,7.507252986188347,29.85470094534499,-0.2264655098478474,123.19019560895224,-19.88248503692096
ADF_pp_avg,23,38.40006548045632,0.03081849312292747,35.012244124077824,0.19850352638132707,43.63001431532143,-0.2446075495241682
ADF_pp_avg,24,-127.5402346053938,3.2829006583504268,41.09374218722004,-0.01195266891268476,56.690039137918205,-0.925849432372255
ADF_pp_avg,25,137.40016337001757,-1.0078038927973085,36.3903950019519,0.19339578316365658,58.185993855264115,-1.0621671401221109
ADF_pp_avg,26,-25.005345754072188,0.7477846954592049,34.33916675672337,0.16353783501413321,60.96622669512631,-1.6366071737499595
ADF_pp_avg,27,75.49629527705596,-0.2653895277370731,37.700469799946404,0.17201178411068518,43.449463746976704,-0.09976393369830139
ADF_pp_avg,28,96.11266331525391,-0.6455038114581476,37.51562671502998,0.21744294261770303,46.91369025652234,-0.2237446124553546
ADF_pp_avg,29,41.78901293413107,0.018011768694515352,36.33906392418512,0.18887625096216953,43.32309285303123,-0.1528652601836371
ADF_pp_avg,30,113.31411744729601,-1.2948843424771146,38.94413291490307,0.11743337452622626,54.1680896791617,-0.7074597013660557
ADF_pp_avg,31,-116.82162080183302,2.7270620136595145,37.38006319387696,-0.023358220070352376,53.23888907965677,-1.075895985623195
ADF_pp_avg,32,120.20892194661461,-0.8323429396063167,37.949180698583156,0.17017041525281407,52.37608856024929,-0.5807028278013537
ADF_pp_avg,33,-294.9919519773013,6.700174663954965,30.48928408787646,-0.17071534884979989,103.06158579779586,-12.376746585396273
ADF_pp_avg,34,-70.15288296529741,2.014096637062849,38.62563206809987,-0.02016139250465554,45.586636017464194,-0.4209957406242353
ADF_pp_avg,35,-121.3050282771098,4.05015031943483,29.970275463773607,-0.3743697454975823,89.53097290866336,-11.265033104173298
ADF_pp_avg,36,27.638601729268316,0.12819900259173292,38.348466672313364,0.17130250335923947,49.41767832107934,-0.37614658110956367
ADF_pp_avg,37,38.40006548045635,0.030818493122926973,35.012244124077824,0.19850352638132707,43.63001431532143,-0.2446075495241682
ADF_pp_avg,38,43.81641687117416,-0.13018898531048934,36.99949196568401,0.06559938948569477,46.00265246381783,-0.4444660487624821
ADF_pp_avg,39,212.23195655981246,-2.8287522669589427,39.43271185385163,0.14263770261336906,69.19952966810499,-1.6403249295218059
ADF_pp_avg,40,-190.0345050347056,4.697924867392763,29.017644555599713,-0.5591372029789439,74.24245665082944,-9.206214450266794
ADF_pp_avg,41,226.0195256351959,-2.9182903522281145,38.12430773401111,0.14189436243645903,70.15109631544087,-1.9053987635040843
ADF_pp_avg,42,-146.79122985871106,4.013782852227749,31.459605501818473,-0.411100052529743,68.878186665934,-5.764172484795893
ADF_pp_avg,43,172.73018254459856,-1.3563562503911373,26.344446015384175,0.21994753971400072,69.45151886822732,-4.42137147067814
ADF_pp_avg,44,212.2319565598124,-2.8287522669589418,39.43271185385163,0.14263770261336906,69.19952966810497,-1.640324929521805
ADF_pp_avg,45,-181.21616385090368,4.723519054015237,40.028756338954224,-0.043740467029456775,81.29129902493317,-3.3046362119120998
ADF_pp_avg,46,-72.03809024272164,2.478481933930316,40.092096151202384,0.019333994471385507,50.04659927051229,-0.5281033870091008
ADF_pp_avg,47,93.19216108188012,-0.4997052945673901,39.96506324271402,0.08248215670587922,47.06991123777623,-0.2727416850935014
ADF_pp_avg,48,-263.66874981274447,6.653582613706146,28.525724826822657,-0.17507827678952004,118.2374482739953,-19.18847515559813
ADF_pp_avg,49,-0.5554010820474388,0.5238561722046884,36.62972434921743,0.13810487855553577,51.03057760313356,-0.6728156760873725
ADF_pp_avg,50,-337.45947072997313,7.600507845077074,32.534053458017084,-0.07960440920581768,118.52867990912986,-13.329637127940357
ADF_pp_avg,51,-159.26133857101718,3.768707320855559,40.355734571568604,-0.037302557060814756,61.6148592031262,-1.418053221326106
ADF_pp_avg,52,172.73018254459848,-1.3563562503911355,26.344446015384175,0.21994753971400072,69.45151886822732,-4.42137147067814
ADF_pp_avg,53,39.95106969555787,0.7990357830584925,39.09537599147839,-0.04110317918184769,55.82465703690795,-1.122731729117724
ADF_pp_avg,54,30.856832190089285,0.23018067908950549,36.536709077725256,0.16236515846123023,41.60522219703938,-0.08615441230008947
ADF_pp_avg,55,43.816416871174184,-0.13018898531048947,36.99949196568401,0.06559938948569477,46.002652463817824,-0.4444660487624814
ADF_pp_avg,56,-34.56285579280356,1.3514351425680664,37.19362780185652,0.03533900788041189,41.795437236526865,-0.2181348876113296
ADF_pp_avg,57,109.14533900631316,-0.918967602802523,35.3450882681116,0.29586768785120465,49.117607193125224,-0.3597859087590116
ADF_pp_avg,58,18.57275008969504,1.441660066996288,30.20133418724528,-0.7166701728957348,67.78425056307475,-7.647532461245957
ADF_pp_avg,59,-116.82162080183306,2.7270620136595154,37.38006319387696,-0.023358220070352376,53.23888907965678,-1.075895985623196
ADF_pp_avg,60,-337.45947072997313,7.600507845077074,32.534053458017084,-0.07960440920581768,118.52867990912986,-13.329637127940357
ADF_pp_avg,61,-7.144319508495319,0.5239315412343586,36.10323296111304,0.07676518330717419,56.67982517723069,-1.2755007905910052
ADF_pp_avg,62,50.587401703675965,-0.06421066952506418,39.128621645005026,0.0902232413125339,42.570112717145435,-0.07685031414106613
ADF_pp_avg,63,-258.61039629405457,5.965023802903274,39.078247003410816,-0.012815770376602087,92.47274480856952,-4.671367696778159
ADF_pp_avg,64,-41.552326787165605,1.9910519095521038,40.55031308400338,-0.03007193174965428,49.476009432006975,-0.5334458948496641
ADF_pp_avg,65,144.42950310185196,-1.2186826264168833,38.49375999895435,0.04751622321403359,55.29993964573792,-0.965740716930058
ADF_pp_avg,66,-57.52488757653578,2.1301145836398456,30.24435806249756,0.02151889388790562,37.99105422309417,-0.5439256847317875
ADF_pp_avg,67,-204.18570960347714,5.14457353777354,38.13945793097283,-0.14119971919120533,86.20463272592221,-4.830070889170044
ADF_pp_avg,68,27.282327269975802,0.8389233403584073,40.3723215565612,0.011614769187071605,48.003221700783534,-0.39733189215470865
ADF_pp_avg,69,113.87507800613099,-0.8307319386040063,35.74327885547322,0.22965330065110878,48.53142267252876,-0.4201803281372638
